Date sent to company,Company response to consumer,Timely response?
2016-12-13,Closed with explanation,Yes
2016-02-04,Closed with explanation,Yes
2016-06-13,Closed with explanation,Yes
2016-07-29,Closed with explanation,Yes
2015-05-29,Closed with explanation,Yes
2015-09-16,Closed with explanation,Yes
2017-02-10,Closed with explanation,Yes
2017-02-15,Closed with explanation,Yes
2017-01-20,Closed with explanation,Yes
2016-03-14,Closed with non-monetary relief,Yes
2016-10-17,Closed with explanation,Yes
2017-03-27,Closed with explanation,Yes
2015-09-11,Closed with explanation,Yes
2015-10-12,Closed with explanation,Yes
2017-02-10,Closed with explanation,Yes
2015-05-04,Closed with explanation,Yes
2015-05-15,Closed with explanation,Yes
2016-06-12,Closed with explanation,Yes
2015-11-03,Closed,Yes
2016-12-21,Closed with explanation,Yes
2017-04-07,Closed with non-monetary relief,Yes
2016-11-30,Closed with explanation,Yes
2015-05-26,Closed with explanation,Yes
2016-07-12,Closed with explanation,Yes
2015-08-25,Closed with non-monetary relief,Yes
2015-04-27,Closed with explanation,Yes
2017-03-29,Closed with explanation,Yes
2016-03-25,Closed with non-monetary relief,Yes
2016-07-21,Closed with monetary relief,Yes
2016-06-16,Closed with explanation,Yes
2017-02-02,Closed with explanation,Yes
2016-08-14,Closed with explanation,Yes
2017-03-29,Closed with explanation,Yes
2016-04-12,Closed with explanation,Yes
2016-08-30,Closed with explanation,Yes
2016-10-05,Closed with non-monetary relief,Yes
2017-03-27,Closed with explanation,Yes
2016-02-24,Closed with explanation,Yes
2016-10-04,Closed,Yes
2015-04-17,Closed with explanation,Yes
2016-05-21,Closed with explanation,Yes
2016-04-12,Closed with non-monetary relief,Yes
2017-01-10,Closed with explanation,Yes
2016-09-30,Closed with explanation,Yes
2015-12-15,Closed with explanation,Yes
2015-07-21,Closed,Yes
2016-06-18,Closed,Yes
2016-08-23,Closed with explanation,Yes
2016-01-27,Closed with explanation,Yes
2015-11-19,Closed with explanation,Yes
2015-09-18,Closed with non-monetary relief,Yes
2015-06-11,Closed with explanation,Yes
2015-11-12,Closed with explanation,Yes
2016-12-14,Closed with explanation,Yes
2016-08-08,Closed with explanation,Yes
2017-04-12,Closed with non-monetary relief,Yes
2016-07-13,Closed with explanation,Yes
2017-03-31,Closed with explanation,Yes
2017-01-05,Closed with explanation,Yes
2016-06-22,Closed with explanation,Yes
2016-07-18,Closed with monetary relief,Yes
2017-01-04,Closed with explanation,Yes
2017-02-07,Closed with explanation,Yes
2015-04-10,Closed with explanation,Yes
2016-02-28,Closed with explanation,Yes
2015-10-19,Closed with explanation,Yes
2017-03-02,Closed with non-monetary relief,Yes
2015-04-14,Closed with non-monetary relief,Yes
2017-04-05,Closed with explanation,Yes
2015-09-21,Closed with explanation,Yes
2016-01-13,Closed with monetary relief,Yes
2016-11-11,Closed with explanation,Yes
2017-02-23,Closed with explanation,Yes
2016-05-27,Closed with explanation,Yes
2016-12-15,Closed with explanation,Yes
2015-12-13,Closed with explanation,Yes
2015-04-09,Closed with explanation,Yes
2015-08-27,Closed with non-monetary relief,Yes
2016-12-23,Closed with explanation,Yes
2016-07-29,Closed with explanation,Yes
2017-02-10,Closed with explanation,Yes
2016-03-16,Closed with explanation,Yes
2017-02-02,Closed with non-monetary relief,Yes
2015-09-19,Closed with non-monetary relief,Yes
2016-03-30,Closed with explanation,Yes
2015-06-17,Closed with explanation,No
2015-07-13,Closed with explanation,Yes
2016-06-14,Closed with explanation,Yes
2015-04-23,Closed with explanation,Yes
2016-10-05,Closed with explanation,Yes
2016-07-19,Closed with explanation,No
2015-05-06,Closed with explanation,Yes
2015-06-05,Closed with explanation,Yes
2017-03-06,Closed with explanation,Yes
2015-12-17,Closed with explanation,Yes
2016-07-21,Closed with explanation,Yes
2016-06-02,Closed with explanation,Yes
2016-08-18,Closed with explanation,Yes
2017-01-31,Closed with explanation,No
2015-09-21,Closed with explanation,Yes
2016-09-15,Closed with non-monetary relief,Yes
2015-08-02,Closed with non-monetary relief,Yes
2015-11-15,Closed with explanation,Yes
2016-08-01,Closed with explanation,Yes
2015-11-28,Closed with explanation,Yes
2016-06-17,Closed with explanation,Yes
2016-07-28,Closed with explanation,No
2015-04-29,Closed with explanation,Yes
2016-10-26,Untimely response,No
2016-12-14,Closed with monetary relief,Yes
2016-04-05,Closed with explanation,Yes
2015-05-20,Closed with explanation,Yes
2016-11-07,Closed with explanation,Yes
2016-10-06,Closed with explanation,Yes
2015-08-20,Closed with monetary relief,Yes
2016-09-26,Closed with non-monetary relief,Yes
2016-08-04,Closed with monetary relief,Yes
2015-05-15,Closed with explanation,No
2017-03-29,Closed with explanation,Yes
2016-08-02,Closed with explanation,Yes
2016-11-27,Closed with non-monetary relief,Yes
2015-04-16,Closed with explanation,Yes
2017-04-08,Closed with explanation,Yes
2016-04-27,Closed with explanation,Yes
2016-01-16,Closed with explanation,Yes
2017-03-22,Closed with explanation,Yes
2016-01-22,Closed with explanation,Yes
2016-08-17,Closed with non-monetary relief,Yes
2016-01-26,Closed with explanation,Yes
2017-01-30,Closed with explanation,Yes
2016-08-19,Closed with explanation,Yes
2017-04-12,Closed with explanation,Yes
2016-03-14,Closed with monetary relief,Yes
2016-06-27,Closed with non-monetary relief,Yes
2015-08-12,Closed with explanation,Yes
2016-05-11,Closed with explanation,Yes
2015-06-30,Closed with explanation,Yes
2016-09-06,Closed with explanation,Yes
2017-03-10,Closed,Yes
2017-02-27,Closed with explanation,Yes
2015-07-15,Closed with non-monetary relief,Yes
2015-08-13,Closed with explanation,Yes
2016-01-29,Closed with explanation,Yes
2017-01-04,Closed with explanation,Yes
2017-01-31,Closed with explanation,Yes
2015-04-01,Closed with explanation,Yes
2015-10-25,Closed with explanation,Yes
2015-06-10,Closed with explanation,Yes
2016-12-14,Closed with explanation,Yes
2016-03-29,Closed with explanation,Yes
2016-09-24,Closed with explanation,Yes
2016-03-07,Closed with explanation,Yes
2016-12-12,Closed with non-monetary relief,Yes
2016-07-23,Closed with explanation,Yes
2016-09-09,Closed with explanation,Yes
2016-12-02,Closed with explanation,Yes
2015-06-21,Closed with explanation,Yes
2016-05-23,Closed with non-monetary relief,Yes
2016-09-20,Closed with explanation,Yes
2017-01-19,Closed with explanation,Yes
2015-06-30,Closed with non-monetary relief,Yes
2016-12-09,Closed,Yes
2015-07-06,Closed with explanation,Yes
2016-02-29,Closed with explanation,Yes
2017-02-21,Closed with explanation,Yes
2016-08-04,Closed with non-monetary relief,Yes
2017-04-21,Closed with explanation,Yes
2015-07-23,Closed with explanation,Yes
2016-04-12,Closed with explanation,Yes
2015-07-29,Closed with non-monetary relief,Yes
2015-08-26,Closed with explanation,Yes
2016-09-07,Closed with explanation,Yes
2015-11-27,Closed,No
2017-03-28,Closed with non-monetary relief,Yes
2015-03-20,Closed with monetary relief,Yes
2016-04-11,Closed with explanation,Yes
2016-04-15,Closed with explanation,Yes
2015-11-24,Closed with explanation,Yes
2016-11-02,Closed with explanation,Yes
2016-02-03,Closed with explanation,Yes
2015-06-15,Closed with non-monetary relief,Yes
2016-01-06,Closed with non-monetary relief,Yes
2015-09-29,Closed with explanation,Yes
2016-02-25,Closed with explanation,Yes
2017-03-13,Closed with explanation,Yes
2016-07-16,Closed with explanation,Yes
2015-10-08,Closed with explanation,Yes
2017-02-11,Closed with explanation,Yes
2016-03-01,Closed with explanation,Yes
2016-03-19,Closed with monetary relief,Yes
2017-03-10,Closed with explanation,Yes
2016-09-09,Closed with explanation,Yes
2017-02-16,Closed with explanation,Yes
2015-10-14,Closed with explanation,Yes
2016-03-01,Closed with explanation,Yes
2016-04-04,Closed with monetary relief,Yes
2015-09-05,Closed with explanation,Yes
2016-06-01,Closed with explanation,Yes
2016-12-14,Closed with non-monetary relief,No
2016-10-25,Closed with explanation,Yes
2015-04-07,Closed with explanation,Yes
2016-11-04,Closed with explanation,Yes
2015-05-18,Closed with non-monetary relief,Yes
2016-05-05,Closed with explanation,No
2016-07-18,Closed with explanation,Yes
2017-03-22,Closed with explanation,Yes
2016-08-14,Closed with explanation,Yes
2015-04-07,Closed with monetary relief,Yes
2016-06-29,Closed with explanation,Yes
2015-07-15,Closed with explanation,Yes
2015-06-12,Closed with explanation,Yes
2016-12-12,Closed with explanation,Yes
2016-05-01,Closed with explanation,Yes
2015-12-03,Closed with explanation,Yes
2015-04-02,Closed with explanation,Yes
2016-07-25,Closed with non-monetary relief,Yes
2015-12-04,Closed with explanation,Yes
2015-04-05,Closed with explanation,Yes
2016-06-10,Closed with monetary relief,Yes
2016-12-02,Closed with explanation,Yes
2015-06-24,Closed with explanation,Yes
2015-06-01,Closed with explanation,Yes
2016-10-23,Closed with monetary relief,Yes
2015-06-13,Closed with non-monetary relief,Yes
2016-08-09,Closed with explanation,Yes
2015-11-19,Closed with monetary relief,Yes
2016-09-09,Closed with monetary relief,Yes
2017-03-04,Closed with explanation,Yes
2016-03-16,Closed with explanation,Yes
2017-03-02,Closed,Yes
2016-08-29,Closed with explanation,Yes
2016-11-17,Closed with explanation,Yes
2016-12-21,Closed with explanation,Yes
2015-09-29,Closed with monetary relief,Yes
2016-01-18,Closed with explanation,Yes
2015-10-12,Closed with explanation,Yes
2016-12-07,Closed with explanation,Yes
2015-05-12,Closed with explanation,No
2017-01-24,Closed with explanation,No
2016-01-13,Closed with explanation,Yes
2015-06-30,Closed with non-monetary relief,Yes
2017-04-18,Closed with explanation,Yes
2016-11-15,Closed with explanation,Yes
2015-08-20,Closed with explanation,Yes
2016-04-08,Closed with explanation,Yes
2016-02-23,Closed with explanation,Yes
2017-02-15,Closed with explanation,Yes
2016-01-20,Closed with explanation,Yes
2016-03-13,Closed with explanation,Yes
2017-03-04,Closed with monetary relief,Yes
2016-09-27,Closed with explanation,Yes
2017-04-10,Closed with explanation,Yes
2017-01-19,Untimely response,No
2016-07-22,Closed with explanation,Yes
2016-05-03,Closed with explanation,Yes
2015-08-14,Closed with explanation,Yes
2016-10-05,Closed with explanation,Yes
2017-04-02,Closed with explanation,Yes
2015-08-03,Closed with explanation,Yes
2016-01-16,Closed with explanation,Yes
2017-02-17,Closed with explanation,Yes
2016-10-26,Closed with non-monetary relief,Yes
2015-06-19,Closed with explanation,Yes
2016-06-06,Closed with explanation,Yes
2016-09-20,Closed with explanation,Yes
2015-10-30,Closed with explanation,Yes
2016-01-30,Closed with explanation,Yes
2015-07-22,Closed with explanation,Yes
2015-12-03,Closed with non-monetary relief,Yes
2015-12-23,Closed with non-monetary relief,Yes
2015-10-01,Closed with explanation,Yes
2015-06-15,Closed with non-monetary relief,Yes
2017-02-01,Closed with explanation,Yes
2016-03-21,Closed with monetary relief,Yes
2017-04-12,Closed with explanation,Yes
2016-02-11,Closed with explanation,Yes
2016-10-21,Closed with explanation,Yes
2017-02-23,Closed with non-monetary relief,Yes
2016-03-12,Closed with explanation,Yes
2015-05-21,Closed with explanation,Yes
2016-01-20,Closed with explanation,Yes
2017-01-25,Closed with explanation,Yes
2015-07-04,Closed with non-monetary relief,Yes
2015-05-20,Closed with explanation,Yes
2016-06-09,Closed with explanation,Yes
2016-08-12,Closed with explanation,Yes
2015-07-01,Closed with non-monetary relief,Yes
2015-07-02,Closed with non-monetary relief,Yes
2016-01-22,Closed with explanation,Yes
2016-01-28,Closed with explanation,Yes
2017-04-06,Closed with explanation,Yes
2017-02-06,Closed with monetary relief,Yes
2016-05-08,Closed with non-monetary relief,Yes
2016-09-06,Closed with explanation,Yes
2016-10-12,Closed with explanation,Yes
2016-01-18,Closed with explanation,Yes
2015-04-01,Untimely response,No
2016-07-19,Closed with explanation,Yes
2015-11-12,Closed with non-monetary relief,Yes
2016-09-09,Closed with explanation,Yes
2016-08-03,Closed with explanation,Yes
2016-05-11,Closed with non-monetary relief,Yes
2017-04-21,Closed with monetary relief,Yes
2015-03-26,Closed with explanation,Yes
2016-09-13,Closed with explanation,Yes
2015-12-16,Closed with explanation,No
2016-01-26,Closed,Yes
2017-01-26,Closed with non-monetary relief,Yes
2017-04-10,Closed with explanation,Yes
2016-04-25,Closed with explanation,Yes
2016-08-13,Closed with explanation,Yes
2015-08-12,Closed with explanation,Yes
2016-02-27,Closed with monetary relief,Yes
2016-08-22,Closed with explanation,Yes
2015-06-29,Closed with explanation,No
2016-06-20,Closed with explanation,Yes
2015-07-09,Closed with monetary relief,Yes
2016-07-22,Closed with explanation,Yes
2015-11-09,Closed with explanation,Yes
2015-05-24,Closed with explanation,Yes
2016-09-21,Closed with non-monetary relief,Yes
2017-04-13,Closed with explanation,Yes
2016-12-21,Closed with explanation,No
2017-03-06,Untimely response,No
2016-02-23,Closed with explanation,Yes
2015-07-15,Closed with explanation,Yes
2016-04-11,Closed with non-monetary relief,Yes
2015-08-15,Closed with non-monetary relief,Yes
2015-05-15,Closed with explanation,Yes
2015-06-19,Closed with explanation,Yes
2015-12-15,Closed with explanation,Yes
2015-08-19,Closed with explanation,Yes
2015-08-03,Closed with explanation,Yes
2017-03-24,Closed with explanation,Yes
2017-01-25,Closed with explanation,Yes
2017-02-21,Closed with explanation,Yes
2016-12-04,Closed with explanation,Yes
2016-07-27,Closed with explanation,Yes
2017-02-12,Closed with explanation,Yes
2015-08-12,Closed,Yes
2016-04-13,Closed with explanation,Yes
2016-02-25,Closed with monetary relief,Yes
2016-07-29,Closed with explanation,Yes
2016-05-06,Closed with explanation,Yes
2016-09-01,Closed with explanation,Yes
2016-02-04,Closed with monetary relief,Yes
2017-04-13,Closed with explanation,Yes
2016-12-30,Closed with explanation,Yes
2016-12-13,Closed with explanation,Yes
2016-10-22,Closed with explanation,Yes
2017-02-21,Closed with explanation,Yes
2016-07-27,Closed with monetary relief,Yes
2015-11-10,Closed with explanation,Yes
2015-09-02,Closed with explanation,Yes
2015-12-18,Closed with explanation,Yes
2016-03-25,Closed with explanation,Yes
2017-02-14,Closed with non-monetary relief,Yes
2016-12-06,Closed,Yes
2016-11-09,Closed with explanation,No
2015-07-01,Closed with explanation,Yes
2015-10-29,Closed with explanation,Yes
2017-04-10,Closed with monetary relief,Yes
2015-05-21,Closed with non-monetary relief,Yes
2016-07-05,Closed with explanation,Yes
2016-04-14,Closed with non-monetary relief,Yes
2016-11-16,Closed with explanation,Yes
2017-03-26,Closed with explanation,Yes
2016-01-27,Closed with explanation,No
2016-06-08,Closed with explanation,Yes
2015-09-26,Closed with explanation,Yes
2015-08-29,Closed with explanation,Yes
2016-11-28,Closed with explanation,Yes
2015-04-03,Closed with explanation,Yes
2016-10-29,Closed with explanation,Yes
2017-04-12,Closed with explanation,Yes
2016-02-12,Closed with explanation,Yes
2016-07-18,Closed with explanation,Yes
2017-03-09,Closed with explanation,Yes
2015-10-04,Closed with explanation,Yes
2016-12-30,Closed with explanation,Yes
2016-09-23,Closed with explanation,Yes
2016-07-20,Closed with explanation,Yes
2017-04-17,Closed with non-monetary relief,Yes
2016-11-11,Closed with explanation,Yes
2016-08-02,Closed with explanation,Yes
2015-10-15,Closed with explanation,Yes
2016-01-24,Closed with explanation,Yes
2016-08-31,Closed with explanation,Yes
2015-05-04,Closed with explanation,Yes
2017-04-21,Closed with explanation,Yes
2016-11-12,Closed with explanation,Yes
2017-02-24,Closed with explanation,Yes
2017-04-05,Closed with explanation,Yes
2016-08-11,Closed with explanation,Yes
2016-10-27,Closed with explanation,Yes
2016-12-02,Closed with explanation,No
2016-05-10,Closed with explanation,No
2016-09-14,Closed with explanation,Yes
2016-08-11,Closed with explanation,Yes
2017-02-21,Closed with explanation,Yes
2017-03-03,Closed with non-monetary relief,Yes
2016-08-05,Closed with monetary relief,Yes
2017-04-12,Closed with explanation,Yes
2016-09-14,Closed with explanation,No
2017-04-11,Closed with explanation,Yes
2017-02-08,Closed with explanation,Yes
2015-06-20,Closed with explanation,Yes
2016-07-10,Closed with explanation,Yes
2015-06-19,Untimely response,No
2016-10-24,Closed with non-monetary relief,Yes
2016-04-28,Closed with explanation,Yes
2016-08-04,Closed with explanation,Yes
2016-03-21,Closed with non-monetary relief,Yes
2015-03-24,Closed with explanation,Yes
2015-10-26,Closed with explanation,Yes
2017-01-18,Closed with explanation,Yes
2015-06-25,Closed with monetary relief,Yes
2016-01-08,Closed with non-monetary relief,Yes
2015-04-29,Closed with explanation,Yes
2016-09-29,Closed with non-monetary relief,Yes
2016-03-31,Closed with explanation,Yes
2017-02-13,Closed with non-monetary relief,Yes
2015-03-31,Closed with explanation,Yes
2015-12-17,Closed with explanation,Yes
2016-12-28,Closed with explanation,Yes
2016-10-17,Closed with explanation,Yes
2015-11-25,Closed with explanation,Yes
2016-03-05,Closed with explanation,Yes
2017-04-09,Closed with non-monetary relief,Yes
2015-10-29,Closed with explanation,Yes
2016-12-20,Closed with explanation,Yes
2017-03-30,Closed with explanation,Yes
2015-04-28,Closed with explanation,Yes
2015-09-16,Closed with explanation,Yes
2015-07-16,Closed with explanation,Yes
2016-11-02,Closed with explanation,Yes
2016-06-12,Closed with explanation,Yes
2017-02-24,Closed with explanation,Yes
2015-05-07,Closed with explanation,Yes
2016-09-21,Closed with explanation,Yes
2017-04-17,Closed with explanation,No
2015-08-03,Closed,Yes
2016-10-21,Closed with non-monetary relief,Yes
2016-04-02,Closed with non-monetary relief,Yes
2015-07-21,Closed with explanation,Yes
2015-05-07,Closed with explanation,Yes
2016-05-17,Closed with explanation,Yes
2016-02-10,Closed with explanation,Yes
2016-06-28,Closed with explanation,Yes
2016-10-16,Closed with monetary relief,Yes
2016-03-09,Closed with explanation,Yes
2015-09-04,Closed with explanation,Yes
2015-06-22,Closed with explanation,Yes
2016-11-28,Closed with explanation,Yes
2017-03-28,Closed with explanation,Yes
2016-02-22,Closed with explanation,Yes
2017-04-03,Closed with explanation,Yes
2016-12-05,Closed with explanation,Yes
2016-09-17,Closed with explanation,Yes
2017-01-24,Closed with explanation,Yes
2016-12-06,Closed with explanation,Yes
2016-03-01,Closed with explanation,Yes
2015-09-29,Closed with explanation,Yes
2017-04-20,Closed with monetary relief,No
2016-04-24,Closed with explanation,Yes
2017-01-05,Closed with explanation,Yes
2017-03-22,Closed with explanation,Yes
2015-10-10,Closed,Yes
2016-11-06,Closed with explanation,Yes
2015-10-19,Closed with monetary relief,Yes
2016-04-05,Closed with monetary relief,Yes
2016-12-16,Closed with explanation,Yes
2016-03-21,Closed with explanation,Yes
2016-09-29,Closed with explanation,Yes
2016-05-14,Closed with explanation,Yes
2015-07-19,Closed with explanation,Yes
2016-06-19,Closed with explanation,Yes
2016-11-18,Closed with non-monetary relief,Yes
2015-05-05,Closed with explanation,Yes
2015-04-27,Closed with explanation,Yes
2016-01-05,Closed with explanation,Yes
2015-12-21,Closed with explanation,Yes
2015-11-09,Closed with explanation,Yes
2015-04-01,Closed with explanation,Yes
2017-01-13,Closed with explanation,Yes
2015-07-22,Closed with explanation,Yes
2016-07-07,Closed with explanation,Yes
2017-01-30,Closed with explanation,Yes
2016-03-21,Closed with explanation,Yes
2017-04-12,Closed with explanation,Yes
2017-03-21,Closed with monetary relief,Yes
2016-08-29,Closed with monetary relief,Yes
2017-02-27,Closed with explanation,Yes
2016-01-26,Closed with explanation,Yes
2017-02-28,Closed with explanation,Yes
2016-08-19,Closed with explanation,Yes
2017-02-27,Closed with explanation,Yes
2016-01-08,Closed with explanation,Yes
2016-09-15,Closed with non-monetary relief,Yes
2016-02-18,Closed with explanation,Yes
2015-07-29,Closed with monetary relief,Yes
2017-01-18,Closed with explanation,Yes
2015-12-17,Closed with explanation,Yes
2016-09-02,Closed with explanation,Yes
2016-06-15,Closed with explanation,Yes
2015-04-06,Closed with non-monetary relief,Yes
2015-12-09,Closed with explanation,Yes
2016-01-21,Closed with explanation,Yes
2015-08-31,Closed with explanation,Yes
2016-02-19,Closed with explanation,Yes
2016-10-31,Closed with explanation,Yes
2015-10-21,Closed with explanation,Yes
2015-09-09,Closed with explanation,Yes
2017-04-14,Closed with explanation,Yes
2016-10-28,Closed with explanation,No
2016-04-06,Closed with monetary relief,Yes
2015-05-25,Closed with explanation,Yes
2016-06-10,Closed with explanation,Yes
2017-02-17,Closed with explanation,Yes
2016-11-01,Closed with explanation,Yes
2016-10-29,Closed with explanation,Yes
2015-04-28,Closed with explanation,Yes
2015-07-30,Closed with non-monetary relief,Yes
2016-03-16,Closed with explanation,Yes
2017-02-11,Closed with non-monetary relief,Yes
2016-07-19,Closed with explanation,Yes
2015-07-17,Closed with explanation,Yes
2017-01-26,Closed with explanation,Yes
2017-03-14,Closed with explanation,Yes
2016-07-28,Closed with non-monetary relief,Yes
2016-06-09,Closed with monetary relief,Yes
2015-09-22,Closed with explanation,Yes
2015-12-29,Closed with explanation,Yes
2015-06-25,Closed with explanation,Yes
2016-10-17,Closed with explanation,Yes
2015-11-04,Closed with explanation,Yes
2016-11-14,Closed with explanation,Yes
2015-09-16,Closed with explanation,Yes
2016-04-26,Closed with explanation,Yes
2017-02-23,Closed with explanation,Yes
2016-05-03,Closed with explanation,Yes
2017-02-14,Closed with explanation,Yes
2016-09-12,Closed with explanation,Yes
2016-01-06,Closed with explanation,Yes
2015-05-15,Closed with explanation,Yes
2016-07-06,Closed with explanation,Yes
2016-02-29,Closed with explanation,Yes
2017-01-11,Closed with monetary relief,Yes
2015-10-20,Closed with explanation,Yes
2016-06-11,Closed with explanation,Yes
2016-12-14,Closed with explanation,Yes
2016-03-02,Closed with explanation,Yes
2017-03-16,Closed with explanation,Yes
2016-09-27,Closed with explanation,Yes
2016-03-10,Closed with explanation,Yes
2016-12-28,Closed with explanation,No
2016-02-14,Closed with explanation,Yes
2016-02-10,Closed with explanation,Yes
2016-06-28,Closed with explanation,Yes
2015-11-10,Closed,Yes
2016-03-28,Closed with explanation,Yes
2016-04-04,Closed with explanation,Yes
2015-07-22,Closed with explanation,Yes
2016-10-15,Closed with non-monetary relief,Yes
2015-12-01,Closed with explanation,Yes
2016-12-01,Closed with explanation,Yes
2016-11-03,Closed with explanation,Yes
2015-11-17,Closed with explanation,Yes
2016-09-19,Closed with explanation,Yes
2017-03-06,Closed with explanation,Yes
2017-03-02,Closed with explanation,Yes
2016-09-12,Closed with explanation,No
2016-12-14,Closed with explanation,Yes
2016-10-21,Closed with explanation,Yes
2016-11-03,Closed with explanation,Yes
2015-03-24,Closed with non-monetary relief,Yes
2016-12-07,Closed with explanation,Yes
2015-09-01,Closed with explanation,Yes
2015-08-30,Closed with explanation,Yes
2016-05-26,Closed with explanation,Yes
2016-11-07,Closed with explanation,Yes
2015-04-25,Closed with non-monetary relief,Yes
2015-04-06,Closed with explanation,Yes
2017-02-25,Closed with explanation,Yes
2016-03-17,Closed with explanation,Yes
2015-09-14,Closed with explanation,Yes
2017-02-08,Closed with explanation,Yes
2016-05-19,Closed with explanation,Yes
2016-06-13,Closed with explanation,Yes
2015-10-29,Closed with explanation,Yes
2016-08-29,Closed with explanation,Yes
2016-12-22,Closed with explanation,Yes
2017-01-24,Closed with explanation,Yes
2016-11-03,Closed with explanation,Yes
2015-07-10,Closed with explanation,Yes
2015-08-15,Closed with explanation,Yes
2015-06-29,Closed with explanation,Yes
2017-02-21,Closed with explanation,Yes
2016-02-08,Closed with explanation,Yes
2015-07-06,Closed with explanation,Yes
2016-12-06,Closed with explanation,Yes
2015-11-25,Closed,No
2016-10-05,Closed with explanation,Yes
2017-01-07,Closed with explanation,Yes
2017-01-22,Closed with explanation,Yes
2015-04-29,Closed with explanation,Yes
2017-03-21,Closed with explanation,Yes
2015-09-23,Closed with monetary relief,Yes
2017-04-09,Closed with explanation,Yes
2016-05-04,Closed with explanation,Yes
2016-12-13,Closed with explanation,Yes
2017-01-20,Closed with explanation,Yes
2016-10-22,Closed with monetary relief,Yes
2016-03-15,Closed with monetary relief,Yes
2015-04-11,Closed with explanation,Yes
2016-04-20,Closed with monetary relief,Yes
2015-09-29,Closed with explanation,Yes
2016-12-13,Closed with explanation,Yes
2015-07-16,Closed with explanation,Yes
2016-02-02,Closed with explanation,Yes
2016-06-17,Closed with monetary relief,Yes
2017-04-04,Closed with explanation,Yes
2017-02-08,Closed with explanation,Yes
2017-03-09,Closed with explanation,Yes
2015-08-18,Closed with explanation,Yes
2015-07-11,Closed with non-monetary relief,Yes
2016-06-15,Closed with explanation,Yes
2016-07-18,Closed,No
2017-01-11,Closed with monetary relief,Yes
2016-09-03,Closed with explanation,Yes
2016-08-18,Closed with explanation,Yes
2017-04-19,Closed with explanation,Yes
2016-06-29,Closed with non-monetary relief,Yes
2015-04-22,Closed with explanation,Yes
2017-03-13,Closed with explanation,Yes
2015-04-28,Closed with explanation,Yes
2017-01-19,Closed with explanation,Yes
2017-04-13,Closed with explanation,Yes
2016-05-14,Closed with explanation,Yes
2016-04-28,Closed with explanation,Yes
2016-12-09,Closed with monetary relief,Yes
2016-12-19,Closed with non-monetary relief,Yes
2016-11-10,Closed with explanation,Yes
2015-05-15,Closed with explanation,Yes
2015-12-01,Closed with explanation,Yes
2017-03-31,Closed with explanation,Yes
2015-03-30,Closed with non-monetary relief,No
2016-06-22,Closed with explanation,Yes
2016-10-17,Closed with explanation,Yes
2016-02-03,Closed with explanation,Yes
2015-03-26,Closed with explanation,Yes
2016-11-18,Closed with explanation,Yes
2017-01-27,Closed with non-monetary relief,Yes
2015-08-01,Closed with explanation,Yes
2016-11-16,Closed,Yes
2016-03-02,Closed with explanation,Yes
2015-10-14,Closed with explanation,Yes
2016-10-03,Closed with explanation,Yes
2016-06-20,Closed with explanation,Yes
2017-02-03,Closed with non-monetary relief,Yes
2016-04-22,Untimely response,No
2015-10-24,Closed with explanation,Yes
2015-04-17,Closed with explanation,Yes
2016-01-25,Closed with explanation,Yes
2016-08-29,Closed with explanation,Yes
2016-04-20,Closed with non-monetary relief,Yes
2017-01-21,Closed with explanation,Yes
2015-06-02,Closed with explanation,Yes
2016-10-11,Closed with explanation,Yes
2016-12-14,Closed with non-monetary relief,Yes
2015-12-06,Closed with explanation,Yes
2017-03-07,Closed with explanation,Yes
2016-09-12,Closed with non-monetary relief,Yes
2016-03-17,Closed with explanation,Yes
2017-01-19,Closed with explanation,Yes
2017-02-08,Closed with explanation,Yes
2015-10-27,Closed with non-monetary relief,Yes
2015-10-20,Closed with explanation,Yes
2015-06-30,Closed with explanation,Yes
2016-03-03,Closed with explanation,Yes
2015-12-04,Closed with explanation,Yes
2016-07-20,Closed with explanation,Yes
2016-12-20,Closed with explanation,Yes
2015-11-05,Closed with explanation,Yes
2015-04-20,Closed with explanation,Yes
2015-09-01,Closed with explanation,Yes
2016-02-11,Closed with explanation,Yes
2016-10-27,Closed,Yes
2015-08-22,Closed with explanation,Yes
2015-12-21,Closed with explanation,Yes
2015-04-17,Closed with explanation,Yes
2015-03-31,Closed with non-monetary relief,Yes
2017-01-30,Closed with non-monetary relief,Yes
2016-08-08,Closed,Yes
2017-01-19,Closed with explanation,Yes
2017-02-07,Closed with explanation,Yes
2017-02-13,Closed with explanation,Yes
2016-10-24,Closed with non-monetary relief,Yes
2016-05-02,Closed with explanation,Yes
2015-12-03,Closed with explanation,Yes
2016-09-29,Closed with explanation,No
2015-11-02,Closed with monetary relief,Yes
2016-06-19,Closed with explanation,Yes
2015-08-05,Closed with explanation,Yes
2016-11-28,Closed with explanation,Yes
2016-07-13,Closed with explanation,Yes
2016-01-11,Closed with non-monetary relief,Yes
2016-07-09,Closed with explanation,Yes
2015-09-01,Closed with monetary relief,Yes
2015-09-25,Closed with monetary relief,Yes
2016-03-07,Closed with explanation,Yes
2016-08-13,Closed with explanation,Yes
2016-11-03,Closed with explanation,Yes
2015-04-23,Closed with explanation,Yes
2016-02-25,Closed with explanation,Yes
2016-04-14,Closed with explanation,Yes
2017-04-14,Closed with explanation,Yes
2016-04-15,Closed with explanation,Yes
2015-09-19,Closed with explanation,Yes
2017-04-14,Closed with explanation,Yes
2015-12-01,Closed with explanation,Yes
